,name,age,city,country,gender,join_date,total tweets,followers,following,respectability,verified,tweet,likes,retweets,word count,is quote,hashtags,hashtag count,trending,date,tweet id
28,MusicNewsWeb,,Tottenham,United Kingdom,,2009-03-31,137812,64597,46495,0.7197702679691007,False,https://t.co/cGbkkwo6Jk Lewis Capaldi scores fourth Official Number 1 single with 'Pointless' - #lewiscapaldi @LewisCapaldi https://t.co/JqpeLe6Fpg https://t.co/iaI0mIjt3Y,0,0,16,False,['lewiscapaldi'],1,"['Donny', 'Jennie', 'Friday the 13th', '#TippingPoint', '#OrangeMonday', 'Mendy', 'Dartmoor', '#FridayFeeling', 'Toney', 'Bacon', 'Joanna', 'Beth', '#BVFootball', 'Walsall', 'Lori Harvey', '#M3GAN', 'Dead End', 'Year 2', 'James Vowles', 'Meydan', 'Leandro Trossard', 'Ambleside', 'Grenfell', 'Dortmund', 'Damson', 'Kulusevski', 'NOT GUILTY', 'Dr Malhotra', 'Statins', 'Flower of Scotland', 'Freeports', 'Forest School', 'Aseem', 'WotC', 'Khan', 'Swede', 'Manchester Derby', 'Renee', 'RNLI', 'Reception', 'Uxbridge', 'Nursery', 'Femi', 'Turnip', 'Inverness', 'ULEZ', 'Stones', 'Taeyang', 'M&Ms', 'Sam Smith']",2023-01-13,1613957693730848783
29,andyl223,,Chorley,United Kingdom,,2021-10-16,5,215,170,0.7906976744186046,False,"Twitter, please stop making yourself worse.",0,0,6,False,,0,"['Donny', 'Jennie', 'Friday the 13th', '#TippingPoint', '#OrangeMonday', 'Mendy', 'Dartmoor', '#FridayFeeling', 'Toney', 'Bacon', 'Joanna', 'Beth', '#BVFootball', 'Walsall', 'Lori Harvey', '#M3GAN', 'Dead End', 'Year 2', 'James Vowles', 'Meydan', 'Leandro Trossard', 'Ambleside', 'Grenfell', 'Dortmund', 'Damson', 'Kulusevski', 'NOT GUILTY', 'Dr Malhotra', 'Statins', 'Flower of Scotland', 'Freeports', 'Forest School', 'Aseem', 'WotC', 'Khan', 'Swede', 'Manchester Derby', 'Renee', 'RNLI', 'Reception', 'Uxbridge', 'Nursery', 'Femi', 'Turnip', 'Inverness', 'ULEZ', 'Stones', 'Taeyang', 'M&Ms', 'Sam Smith']",2023-01-13,1613957687024164864
30,Dawesfgmailcom6,,Ballarat,Australia,,2022-02-27,67807,48,410,8.541666666666666,False,I dont care either I'm that hurt I have to say end of world soon is true,0,0,17,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613957472766820353
31,Ben_Ciurleo,,Melbourne,Australia,,2019-03-06,31,38,393,10.342105263157896,False,"Long snap to punt

R6 vs south eastern predators 

Punter @AstinHewett https://t.co/mIxaOyFQfe",1,0,11,False,,0,"['Lebron', 'Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Chan', 'Catholic', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'David Elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'jongin', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME']",2023-01-13,1613957431704551428
32,Dawesfgmailcom6,,Ballarat,Australia,,2022-02-27,67807,48,410,8.541666666666666,False,I think you been stealing my accounts is true,0,0,9,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613956838546116608
33,nukajo97,,Perth (WA),Australia,,2018-12-21,4534,48,323,6.729166666666667,False,Hogwarts legacy and starfield coming out soon maybe life isn’t as bad as I thought,0,0,15,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613956822905524226
34,FibroModem,,Melbourne,Australia,,2012-04-14,9267,1398,372,0.26609442060085836,False,Just posted a photo @ Simone's World https://t.co/Pp7ubtk9tz,0,0,8,False,,0,"['Lebron', 'Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Chan', 'Catholic', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'David Elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'jongin', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME']",2023-01-13,1613956028994813959
35,Dawesfgmailcom6,,Ballarat,Australia,,2022-02-27,67807,48,410,8.541666666666666,False,He might of given you permission I said but I never ever did,0,0,13,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613955761855696896
36,Dawesfgmailcom6,,Ballarat,Australia,,2022-02-27,67807,48,410,8.541666666666666,False,I dont care I dint like th ou lit using it i said I know who you are switch it off now,0,0,22,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613954915700989955
37,PrinceDuggan,,New South Wales,Australia,,2016-03-05,4771,1062,3134,2.951035781544256,False,"Hi all, here is our son Daniel George Duggan having sweet dreams with Sierra our beautiful cat with her arm &amp; paw just on Daniels arm...must be love😍 @RoyalFamily @ClarenceHouse @JacquiLambie @Dom_Perrottet @AnnastaciaMP @NewsCop_media https://t.co/kUWG9qAkvP",0,0,35,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613954810486870017
38,Dawesfgmailcom6,,Ballarat,Australia,,2022-02-27,67807,48,410,8.541666666666666,False,There is a voice deactivator though you use me for your band and stop it fark heads or i su,0,0,20,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613954601853804547
39,Dawesfgmailcom6,,Ballarat,Australia,,2022-02-27,67807,48,410,8.541666666666666,False,Is me krista yes I guess I'm wanting the end of the world soon,0,0,14,False,,0,"['Nazis', 'Perrottet', 'Lisa Marie Presley', 'Pell', 'Friday the 13th', '#NSWpol', '#macvccm', 'Premier', 'Afghanistan', 'Holocaust', '#FULCHE', 'M&Ms', 'Catholic', 'Chan', 'Elvis', 'Opus', '#NaziDom', 'Priscilla', 'david elliott', 'Jeff Beck', 'Molly', 'Biden', 'Rashid', 'Mel Brooks', '#NSWvotes2023', 'Steve Price', 'Dan Andrews', 'young liberals', 'Anne Frank', 'Scorchers', 'Taeyang', 'Gladys', 'clubs nsw', 'matt kean', 'Taliban', 'At 21', 'Lindsay Fox', 'Mariners', 'Westbrook', 'bronwyn bishop', 'Exxon', 'Hogan', 'Velma', 'Cricket Australia', 'chris minns', 'Rina', 'Joao Felix', 'WARRIOR NUN NEW HOME', 'My 21st', 'ICAC']",2023-01-13,1613953994254344192
40,DaisyG40,,Auckland,New Zealand,,2018-09-29,32875,670,361,0.5388059701492537,False,"Good morning sa lahat 💛

#GinoRoque
#KiaraTakahashi
#KiaNo 

https://t.co/NfWJ5IDB9Y",0,0,6,False,"['GinoRoque', 'KiaraTakahashi', 'KiaNo']",3,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court']",2023-01-13,1613957650932465665
41,BrendonCorlett1,,Masterton District,New Zealand,,2014-06-26,16205,282,603,2.1382978723404253,False,2-1 series victory for the @BLACKCAPS over @TheRealPCB considering we were 0-1 down... Perfect start to the 2023 cricketing year also 1st series win in Pakistan in 46 years... 🇳🇿🏏👏,0,0,30,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court', 'Scott']",2023-01-13,1613953884325826560
42,flavabava07,,Hamilton City,New Zealand,,2020-08-04,7197,29,62,2.1379310344827585,False,Glenn Phillips is the future,1,0,5,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court', 'Scott']",2023-01-13,1613953591504678912
43,nzvh,,Auckland,New Zealand,,2008-08-16,12664,2218,3192,1.4391343552750226,False,2 good! @robeanne https://t.co/mxfjQNEACr,0,0,4,True,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court']",2023-01-13,1613949648124915719
44,Edconcert,,Auckland,New Zealand,,2012-03-09,4774,311,821,2.639871382636656,False,"Our ship has come in! 😃
(Literally, just literally. Definitely not figuratively 😕) https://t.co/awXiyBskd2",1,0,13,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court']",2023-01-13,1613947337302487040
45,nz_wines,,Auckland,New Zealand,,2009-07-27,6075,1098,0,0.0,False,ヒルトンよりかなり大きなクルーズ船の入港。 https://t.co/YgHrmDlD28,0,0,2,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court']",2023-01-13,1613945715679694853
46,everylotakl,,Auckland,New Zealand,,2020-01-16,37224,803,55,0.0684931506849315,False,"8 Amadeus Place, Northpark

Estimated value $1,500,000
Last sold in 2003 for $435,000 https://t.co/0bRXHAH7C5",0,0,12,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court']",2023-01-13,1613944021059252229
47,everylotchc,,Christchurch City,New Zealand,,2020-01-17,32595,560,59,0.10535714285714286,False,"29 Waiau Street, Cracroft

Estimated value $740,000
Last sold in 2017 for $510,000 https://t.co/th0R4SOYAR",0,0,12,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court', 'Scott']",2023-01-13,1613944017980653572
48,everylotwlg,,Lower Hutt City,New Zealand,,2020-01-17,32727,1102,112,0.10163339382940109,False,"21 Pukatea Street, Eastbourne

Estimated value $1,110,000
Last sold in 2001 for $410,000 https://t.co/LlfaeFO3UU",0,0,12,False,,0,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court', 'Scott']",2023-01-13,1613944017213067264
49,paul_brabin,,Auckland,New Zealand,,2011-04-03,6171,64646,1163,0.017990285555177427,False,"Words to live by #inspiration @ Auckland, New Zealand https://t.co/YZ02YCKokR",0,0,10,False,['inspiration'],1,"['Friday the 13th', 'Lisa Marie Presley', 'Luka', '#sdws', 'Felix', 'Waitangi Day', 'M&Ms', 'Biden', 'Elvis', 'WotC', '#iHeartAwards', 'Lakers', 'Potter', 'Russ', 'RUSHTON ROULETTE', '#FREEreadKU', 'Jeff', 'Jane', 'Velma', 'Taylor', 'Star Wars', 'Maori', '#tuataranation', 'Induction', 'Clint', 'AirNZ', '#OpenDnD', 'Switzerland', 'Heaven', 'Chelsea', 'Wendy', 'nzta', 'Simeon', 'Hawaii', 'George Santos', 'Golden Globes', 'Davos', 'Amazon', 'Sarah', 'I 100%', 'Dems', 'Steven Adams', 'Hunter', 'Matty', 'Afghanistan', 'Reckon', 'Zelensky', 'Define', 'Supreme Court']",2023-01-13,1613942150617567232
